"country_text_id","year","order_safety_gdp_perc_oecd_num_ds","order_safety_gdpcapita_oecd_num_ds","hom_rate_unodc_num_ds","theft_rate_unodc_num_ds","burg_rate_unodc_num_ds","crime_rate_unodc_num_ds","orgacrime_gcr_num_ds","reliab_police_gcr_num_ds","trust_gwp_num_ds","domsec_ds"
"ARG",2008,1.21098851928504,-1.6273780465522,-0.707935575698911,0.085547983735215,-0.00962158670999747,-0.142412673745463,-0.424707759761268,-2.27001982206614,-1.63445140376823,-2.57061118911296
"ARG",2014,1.13922960738644,-1.47347362240683,-0.757019134860219,0.0455803794275942,-0.0935630184902987,-0.0775655985542795,-0.900182908270939,-1.71846716231294,-1.53213030155711,-2.09252270036217
"ARG",2015,0.871870490630303,-1.44023300140538,-0.649635609864652,-0.0030323712677142,-0.10236974699346,-0.0467007232397913,-1.00899549724105,-1.71846716231294,-1.12779615844484,-2.05542165268543
"ARG",2016,1.21563739163611,-1.51936066099374,-0.579693820460648,-0.0153763015022658,0.107969843627291,-0.02931488989731,-0.835833153947977,-1.34273190297983,-1.43031083366916,-1.75587797398367
"ARG",2017,1.13945665186634,-1.2769357128263,-0.455021733555491,-0.065070553401397,-0.0178871528210504,-0.0977582551192136,-0.833385071990662,-1.44563954259587,-1.53213030155711,-1.73774608584977
"AUS",1990,-0.0187669689291323,-0.790048911288402,0.327593004698793,1.01949678016793,1.93088378820077,1.4500471896389,1.05859815959524,0.597006555517275,0.159988939611698,0.256717507828955
"AUS",1991,-0.247974700479429,-0.649199461493368,0.431277658200651,1.2808365703172,2.0318951257308,1.50073959457149,1.20695592557771,0.821539267695254,0.137130884674835,0.505503494577358
"AUS",1992,-0.289272294637906,-0.598615922179121,0.559831537438595,1.15627570117922,1.88139803853901,1.46465311877869,1.44270039479304,0.953924713227519,0.301010035987004,0.660206407557866
"AUS",1993,-0.115609291023296,-0.606038933501739,0.472230574367123,1.14837506866988,1.73722296706557,1.40123609607122,1.47916721261553,0.927513745541693,0.173108664317793,0.614195477762586
"AUS",1994,0.0187257908324585,-0.301299434254,0.520587352698377,1.22711535701735,2.04564178594283,1.55201714665098,1.35329071003341,0.858830899614826,0.265790493772733,0.658289266839443
"AUS",1996,-0.154966849142353,-0.569898155303747,0.447735398312078,1.3246180556446,2.24211646805809,1.624992620905,1.22033949016107,0.933520542840596,0.126595129961467,0.623120295858893
"AUS",1997,-0.0962640617671134,-0.655130800059598,0.431675483845021,1.33093259837282,2.29753843228685,1.64876882148484,1.3495396024046,0.786903739708642,0.179635941306222,0.475861158576492
"AUS",1998,-0.307264780397113,-0.567783713446555,0.524257229856057,1.38135625742625,2.32775128745605,1.69351993445565,1.32799941805958,0.592710927932188,-0.0405170752839215,0.367414319332941
"AUS",1999,-0.456953070386579,-0.562326736406082,0.398693431616573,1.45615339286818,2.24294015023081,1.71676814172758,1.12725111616608,0.81099861854101,-0.129231154428364,0.513483307123243
"AUS",2000,-0.249996484848679,-0.363327905022,0.469289159188796,1.5456012031977,2.30069425041529,1.79991885549099,1.19975073546577,0.99393959837513,0.267342374011951,0.736748921698739
"AUS",2001,-0.129258471430027,-0.217241673477475,0.522826565352369,1.40502969736013,1.97325577552689,1.56475128889723,1.10177928293008,0.747562198157083,0.401044675152297,0.592843700539163
"AUS",2002,-0.0424725084912988,-0.059699275260035,0.48331789216655,1.34607231370691,1.93065990374758,1.55616648281115,1.11577273237462,0.670998984283342,0.359358600841331,0.565826873407121
"AUS",2003,-0.0293668580859614,0.028011691583117,0.678992427508212,1.42374338012147,1.93345402209772,1.59383554171259,1.17269516812667,0.890059083194604,0.194379455265811,0.81858669307418
"AUS",2004,-0.10066577818091,0.123214637346372,0.820377656341015,1.28042227408305,1.72728258457071,1.42276818603226,1.12299208972721,0.93617815358999,0.437937607584429,0.919513035298109
"AUS",2005,-0.0269139534781604,0.298640268567538,0.846963535791293,1.21007581845668,1.58941518825585,1.32740385721426,0.960972532372961,1.16573070573283,0.60179867245185,1.16246614876772
"AUS",2006,0.100551728360106,0.517924047606899,0.784433183780668,1.19625354011475,1.47557505651147,1.28224466839697,1.16321628443733,1.1369335145757,0.878325931817576,1.18589941495001
"AUS",2007,0.0565776416092392,0.675102298765789,0.880870650230833,1.1378012015509,1.40633421337394,1.21690085253777,1.16426063842954,1.30228176731518,0.786826736452693,1.3895776262443
"AUS",2008,0.0452678602495015,0.746815568625593,0.877838335012453,1.12840196022092,1.34230676063615,1.19053787802298,1.32091344242878,1.37525777950495,0.786826736452693,1.46843135786848
"AUS",2009,0.141080603062931,0.846644865398658,0.889800515041471,1.07205372058967,1.21807768021141,1.11050572019032,1.18603960428544,1.28085712500152,0.786826736452693,1.42365916484631
